transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
853,86189,78.13,19,0.6982,0.3443,refund,grocery,FR,0
854,37820,115.42,7,0.3442,0.0068,purchase,retail,DE,0
855,46093,15.53,9,0.2462,0.0245,purchase,electronics,FR,0
856,46630,228.13,22,0.5325,0.0271,purchase,grocery,NL,0
857,74404,18.85,13,0.385,0.0961,purchase,electronics,CN,0
858,18140,867.48,8,0.2702,0.3228,purchase,retail,GB,0
859,77050,47.02,12,0.3755,0.1095,purchase,travel,GB,0
860,31734,29.75,14,0.0505,0.4721,purchase,electronics,DE,0
861,51355,190.78,18,0.3501,0.1003,purchase,grocery,FR,0
862,12931,14.07,18,0.1864,0.0585,purchase,grocery,GB,0
863,82608,42.03,4,0.4332,0.3189,transfer,retail,US,0
864,19390,16.94,11,0.1465,0.1206,purchase,retail,FR,0
865,31281,30.38,1,0.139,0.0992,purchase,retail,DE,0
866,68890,93.36,19,0.4512,0.0743,purchase,grocery,US,0
867,40185,52.78,8,0.0469,0.2326,purchase,retail,DE,0
868,30317,12.06,14,0.1482,0.2694,purchase,electronics,FR,0
869,59553,87.69,13,0.3609,0.3206,purchase,electronics,FR,0
870,10606,42.27,14,0.1728,0.0085,transfer,electronics,RU,0
871,42764,26.82,13,0.8101,0.4221,purchase,gaming,DE,0
872,27616,18.39,3,0.1716,0.1926,transfer,crypto,RU,1
873,59913,475.2,16,0.499,0.0867,purchase,grocery,NL,0
874,37679,36.89,14,0.2545,0.1509,purchase,electronics,DE,0
875,70095,118.54,6,0.207,0.2206,purchase,grocery,FR,0
876,22721,204.51,10,0.145,0.6142,purchase,electronics,FR,0
877,17085,41.9,13,0.4383,0.3013,withdrawal,grocery,DE,0
878,29172,39.68,10,0.4706,0.7464,purchase,electronics,US,0
879,87976,30.13,17,0.085,0.0981,purchase,retail,GB,0
880,97822,31.56,19,0.0243,0.2793,withdrawal,gaming,NL,1
881,16169,115.93,10,0.3511,0.1555,purchase,travel,US,0
882,12162,27.22,18,0.295,0.1107,purchase,grocery,GB,0
883,24501,11.44,7,0.1668,0.1953,transfer,retail,FR,0
884,60839,23.88,17,0.0453,0.3918,purchase,travel,DE,0
885,93519,584.6,8,0.3196,0.071,purchase,grocery,DE,0
886,80544,86.26,12,0.0392,0.1374,transfer,travel,DE,0
887,32271,250.78,10,0.0851,0.0463,purchase,travel,DE,0
888,98332,136.63,14,0.5825,0.1386,purchase,travel,DE,0
889,34268,625.35,8,0.1279,0.1904,withdrawal,travel,DE,0
890,42267,33.9,17,0.3139,0.176,purchase,grocery,FR,0
891,83654,36.93,13,0.1244,0.0098,purchase,travel,DE,0
892,37418,56.26,21,0.1278,0.0762,purchase,gaming,DE,0
893,76826,20.97,16,0.5695,0.5803,purchase,retail,FR,0
894,48104,42.68,14,0.0823,0.1682,purchase,electronics,DE,0
895,85077,55.27,18,0.581,0.6229,withdrawal,retail,DE,0
896,66508,10.14,8,0.4886,0.0662,purchase,grocery,GB,0
897,93662,36.2,14,0.243,0.4542,transfer,retail,US,0
898,49618,32.86,11,0.2899,0.0125,purchase,electronics,DE,0
899,43219,101.89,16,0.1181,0.0024,purchase,retail,FR,0
900,39669,8.87,1,0.048,0.0258,purchase,travel,DE,0
901,58991,30.74,11,0.2831,0.1902,purchase,grocery,FR,0
902,92085,204.34,15,0.1684,0.0881,purchase,retail,DE,0
903,24491,96.16,12,0.3876,0.2023,purchase,crypto,FR,0
904,46994,239.68,9,0.0895,0.0123,withdrawal,retail,FR,0
905,32441,1293.82,12,0.0964,0.0475,purchase,retail,DE,0
906,26742,74.66,18,0.4865,0.0704,purchase,grocery,US,0
907,71289,30.0,8,0.3031,0.0627,withdrawal,retail,FR,0
908,99655,52.13,10,0.4786,0.0967,purchase,electronics,DE,0
909,99146,31.47,23,0.5166,0.2322,purchase,retail,GB,0
910,60955,88.28,20,0.0851,0.1632,purchase,travel,DE,0
911,10449,13.7,2,0.0336,0.0533,transfer,grocery,DE,0
912,86560,21.11,13,0.3422,0.1293,purchase,electronics,DE,0
913,73515,62.64,5,0.2863,0.4899,purchase,grocery,GB,0
914,38879,120.53,20,0.8894,0.8766,purchase,retail,CN,0
915,88901,6.54,11,0.3628,0.1234,purchase,electronics,NL,0
916,30828,136.77,11,0.2762,0.4064,purchase,retail,US,0
917,63956,43.88,1,0.1819,0.2591,transfer,retail,RU,1
918,27100,33.93,20,0.2299,0.5236,refund,travel,DE,1
919,55363,93.6,3,0.7859,0.4333,withdrawal,crypto,NL,1
920,77972,37.75,9,0.1629,0.2059,purchase,grocery,NL,0
921,74723,46.34,13,0.0363,0.1021,withdrawal,electronics,DE,0
922,96998,19.85,7,0.4317,0.1443,withdrawal,gaming,NL,0
923,77975,11.59,17,0.5805,0.4055,purchase,retail,GB,0
924,94726,41.81,12,0.1829,0.165,purchase,electronics,DE,0
925,89492,40.2,13,0.2158,0.3074,purchase,electronics,FR,0
926,73643,573.4,18,0.1392,0.0544,purchase,gaming,DE,0
927,41935,26.65,8,0.3029,0.2954,purchase,electronics,FR,0
928,75068,16.58,8,0.0072,0.3121,purchase,retail,NL,0
929,13684,29.93,11,0.1536,0.0738,withdrawal,gaming,GB,0
930,33845,281.47,14,0.6187,0.4297,transfer,gaming,CN,1
931,52403,43.75,17,0.3428,0.0592,purchase,retail,DE,0
932,43775,51.74,4,0.1221,0.2797,purchase,grocery,DE,0
933,35602,21.74,17,0.42,0.0333,purchase,grocery,FR,0
934,15963,91.49,12,0.4935,0.0614,purchase,grocery,DE,0
935,91780,25.07,13,0.3859,0.2828,withdrawal,retail,DE,0
936,60658,20.3,13,0.1805,0.093,purchase,retail,GB,0
937,49583,114.11,4,0.3139,0.0193,purchase,electronics,NL,0
938,96270,106.02,9,0.1199,0.242,purchase,travel,FR,0
939,78435,37.98,17,0.6747,0.0281,purchase,grocery,DE,0
940,69780,23.56,11,0.0537,0.1,purchase,electronics,CN,0
941,46831,93.43,13,0.6019,0.4221,transfer,gaming,US,0
942,48886,262.79,21,0.3929,0.1009,transfer,retail,US,0
943,47621,50.82,3,0.0599,0.0919,purchase,retail,DE,0
944,37527,121.36,11,0.354,0.032,purchase,gaming,DE,0
945,94553,102.58,10,0.2358,0.4305,purchase,grocery,FR,0
946,54447,25.41,6,0.1385,0.2844,purchase,retail,DE,0
947,52814,43.49,21,0.1428,0.045,purchase,retail,DE,0
948,41111,14.29,22,0.1529,0.1758,purchase,crypto,GB,0
949,44863,35.72,10,0.193,0.1261,transfer,grocery,CN,0
950,93236,369.69,5,0.2297,0.2464,purchase,travel,RU,1
951,81027,173.87,21,0.5413,0.1637,purchase,electronics,NL,0
952,73867,30.19,2,0.0168,0.0911,transfer,travel,DE,0
953,69260,124.34,22,0.0492,0.0574,refund,grocery,DE,0
954,33458,33.31,18,0.0432,0.188,purchase,electronics,DE,0
955,22070,66.85,8,0.4142,0.267,purchase,grocery,DE,0
956,49214,149.22,14,0.253,0.5805,refund,electronics,DE,0
957,67377,8.72,17,0.0692,0.6039,purchase,grocery,DE,0
958,11149,22.55,10,0.1721,0.2277,purchase,gaming,DE,0
959,10343,11.69,10,0.2688,0.4817,purchase,grocery,DE,0
960,11963,52.32,14,0.0643,0.0544,purchase,retail,CN,0
961,11796,405.54,7,0.2282,0.0632,withdrawal,electronics,FR,0
962,50073,368.17,7,0.263,0.1442,purchase,electronics,US,0
963,55494,21.77,9,0.0108,0.3403,purchase,electronics,NL,0
964,49305,52.45,16,0.3234,0.2259,purchase,grocery,FR,0
965,18647,28.51,10,0.436,0.4259,purchase,grocery,FR,0
966,11063,16.16,12,0.2889,0.0087,withdrawal,retail,GB,0
967,66218,79.89,8,0.0933,0.2163,purchase,retail,DE,0
968,43028,85.23,8,0.1982,0.806,transfer,gaming,FR,0
969,21101,95.26,15,0.0807,0.0205,purchase,electronics,DE,0
970,34463,25.35,6,0.2656,0.1941,withdrawal,grocery,GB,0
971,32894,677.11,15,0.3217,0.8168,refund,travel,DE,0
972,35168,138.25,14,0.6824,0.4665,withdrawal,crypto,GB,1
973,23760,27.95,11,0.1108,0.1163,refund,retail,DE,0
974,40307,74.1,15,0.227,0.0159,refund,grocery,GB,0
975,24586,27.54,10,0.1886,0.5084,purchase,gaming,DE,0
976,63815,35.15,18,0.2196,0.0864,purchase,grocery,CN,0
977,46549,5.43,4,0.3458,0.0353,purchase,travel,NL,0
978,75198,32.9,20,0.1669,0.0716,purchase,grocery,GB,0
979,79814,45.94,9,0.062,0.0533,transfer,retail,DE,0
980,45250,30.01,3,0.1184,0.0311,purchase,retail,NL,0
981,89965,189.19,13,0.2048,0.1616,purchase,retail,DE,0
982,98344,15.83,8,0.3093,0.3756,purchase,grocery,DE,0
983,50231,26.34,11,0.4911,0.3038,purchase,crypto,GB,0
984,62376,19.7,17,0.5531,0.0824,purchase,grocery,DE,0
985,50176,26.33,17,0.0285,0.1682,withdrawal,electronics,GB,0
986,72396,102.18,14,0.3414,0.1356,purchase,retail,FR,0
987,19893,149.36,22,0.1821,0.126,transfer,grocery,CN,0
988,50718,654.72,3,0.776,0.7617,withdrawal,electronics,CN,1
989,54473,23.44,12,0.6565,0.0355,purchase,travel,FR,0
990,94559,23.0,3,0.1608,0.0932,transfer,retail,DE,0
991,85570,15.9,18,0.3329,0.1523,transfer,retail,US,0
992,58487,129.07,8,0.3289,0.1404,refund,retail,FR,0
993,61380,110.26,8,0.1612,0.4101,purchase,retail,DE,0
994,77040,38.86,5,0.6088,0.3978,transfer,gaming,FR,0
995,15788,12.98,10,0.5357,0.9804,purchase,retail,FR,0
996,56867,14.0,10,0.1081,0.2974,purchase,retail,DE,0
997,53204,49.16,9,0.1424,0.1827,purchase,electronics,GB,0
998,88056,61.03,13,0.6105,0.6849,transfer,electronics,NL,1
999,75074,67.83,14,0.1246,0.5983,purchase,retail,US,0
1000,78832,7.34,16,0.0749,0.3361,withdrawal,grocery,FR,0
1001,17080,32.36,21,0.0681,0.0449,purchase,retail,DE,0
1002,84256,168.27,6,0.4038,0.1019,purchase,gaming,DE,0
1003,70993,35.34,7,0.2419,0.3615,purchase,gaming,FR,0
1004,15676,150.84,13,0.0166,0.0189,purchase,gaming,DE,0
1005,67910,530.59,6,0.187,0.1679,purchase,retail,DE,0
1006,61511,16.92,10,0.1215,0.2316,transfer,retail,FR,0
1007,22011,33.16,14,0.2417,0.5724,purchase,electronics,NL,0
1008,57055,38.12,17,0.6362,0.5391,purchase,electronics,DE,0
1009,84986,18.92,8,0.0675,0.1592,purchase,grocery,NL,0
1010,45069,18.65,15,0.057,0.1761,purchase,grocery,DE,0
1011,33994,153.05,14,0.094,0.1047,purchase,grocery,NL,0
1012,34996,18.53,19,0.1064,0.4826,purchase,retail,NL,0
1013,74621,106.34,10,0.0201,0.7239,purchase,grocery,DE,0
1014,83579,29.34,16,0.2385,0.176,purchase,gaming,US,0
1015,80425,41.6,16,0.0951,0.0551,withdrawal,electronics,GB,0
1016,36050,68.55,9,0.1665,0.1242,purchase,retail,US,0
1017,49369,25.57,14,0.1238,0.0703,purchase,retail,DE,0
1018,61058,68.9,15,0.636,0.473,purchase,retail,CN,0
1019,72999,18.16,0,0.3033,0.1764,purchase,electronics,FR,1
1020,54726,7.47,9,0.2208,0.1508,transfer,retail,FR,0
1021,69888,61.79,11,0.2437,0.0908,purchase,retail,DE,0
1022,55901,5.22,11,0.3328,0.1203,withdrawal,retail,NL,0
1023,14162,35.06,17,0.2554,0.1657,purchase,gaming,US,0
1024,94041,87.89,0,0.6709,0.5229,purchase,electronics,US,0
1025,35279,72.16,12,0.8646,0.581,purchase,gaming,DE,0
1026,90396,14.1,8,0.1078,0.3957,purchase,electronics,DE,0
1027,52999,15.73,14,0.1335,0.0474,purchase,electronics,FR,0
1028,63016,23.68,15,0.3844,0.0159,purchase,electronics,CN,0
1029,89263,49.81,12,0.0787,0.0487,purchase,travel,RU,0
1030,28259,7.56,13,0.007,0.5911,purchase,retail,DE,0
1031,19253,42.05,10,0.0857,0.0926,purchase,retail,DE,0
1032,26640,55.41,10,0.4051,0.0617,purchase,grocery,GB,0
1033,84924,33.43,16,0.2615,0.0582,transfer,travel,DE,0
1034,19823,66.45,7,0.3026,0.0637,purchase,retail,DE,0
1035,67389,51.43,17,0.0338,0.0973,purchase,grocery,GB,0
1036,51573,26.83,15,0.0253,0.024,purchase,gaming,DE,0
1037,17699,8.2,19,0.0693,0.5356,purchase,retail,GB,0
1038,27066,47.63,9,0.264,0.0433,purchase,retail,CN,0
1039,83530,91.34,12,0.3018,0.1183,purchase,crypto,DE,0
1040,50035,196.85,3,0.027,0.0245,purchase,retail,FR,0
1041,63849,63.9,20,0.2527,0.033,purchase,retail,GB,0
1042,41429,232.88,6,0.7353,0.3345,purchase,gaming,CN,1
1043,56632,141.84,15,0.3517,0.0614,purchase,travel,FR,0
1044,12842,41.17,14,0.6037,0.761,purchase,crypto,US,0
1045,99510,14.93,20,0.437,0.5775,withdrawal,travel,CN,1
1046,81012,68.1,16,0.1608,0.0931,purchase,retail,DE,0
1047,64264,12.46,9,0.0514,0.0293,purchase,retail,RU,0
1048,95534,52.39,14,0.1389,0.2816,purchase,grocery,NL,0
1049,96932,40.41,17,0.2092,0.3341,purchase,grocery,DE,0
1050,46555,120.89,6,0.596,0.2424,withdrawal,electronics,NL,0
1051,97439,26.86,21,0.0538,0.0368,purchase,crypto,NL,0
1052,38222,34.63,19,0.4557,0.0275,purchase,electronics,DE,0
1053,86621,41.79,10,0.8311,0.7638,refund,retail,RU,1
1054,14430,104.58,22,0.1801,0.3028,purchase,retail,US,0
1055,42270,39.32,18,0.2672,0.3212,purchase,electronics,DE,0
1056,11610,16.57,9,0.507,0.5262,transfer,travel,DE,0
1057,84441,372.0,13,0.8715,0.0134,purchase,grocery,NL,0
1058,67096,17.0,7,0.1612,0.198,purchase,travel,GB,0
1059,15258,140.35,11,0.4517,0.6705,purchase,gaming,DE,1
1060,58561,40.25,17,0.0262,0.0619,purchase,grocery,NL,0
1061,30655,57.09,7,0.2381,0.2132,purchase,travel,NL,0
1062,80619,53.38,19,0.1812,0.2064,withdrawal,electronics,FR,0
1063,27707,36.19,9,0.7197,0.7893,withdrawal,retail,FR,0
1064,59008,36.34,7,0.1084,0.1282,purchase,travel,FR,0
1065,70022,34.82,5,0.2989,0.2867,transfer,retail,DE,0
1066,27401,16.47,16,0.5076,0.1791,purchase,grocery,DE,0
1067,14567,264.46,8,0.0726,0.1936,purchase,grocery,US,0
1068,87663,77.69,15,0.383,0.4028,purchase,electronics,DE,1
1069,20467,71.42,9,0.7632,0.5077,purchase,crypto,CN,1
1070,89877,35.27,8,0.0897,0.1166,purchase,crypto,FR,0
1071,32010,440.82,8,0.2851,0.04,transfer,retail,GB,0
1072,80247,31.99,9,0.3271,0.2042,purchase,electronics,NL,0
1073,65703,31.45,21,0.4224,0.4516,refund,grocery,DE,0
1074,95638,28.87,12,0.0771,0.1272,transfer,retail,DE,0
1075,48088,11.39,9,0.2709,0.3072,purchase,grocery,DE,0
1076,88823,37.09,8,0.2064,0.2583,transfer,retail,FR,0
1077,53802,30.09,1,0.2024,0.152,purchase,electronics,DE,0
1078,52151,115.1,10,0.4222,0.3849,withdrawal,grocery,DE,0
1079,86556,15.38,6,0.2194,0.0802,purchase,travel,US,0
1080,85753,26.03,1,0.0399,0.1752,purchase,electronics,FR,0
1081,13326,19.81,6,0.4594,0.3669,withdrawal,grocery,DE,0
1082,75807,144.92,10,0.0401,0.082,purchase,grocery,DE,0
1083,89013,20.31,16,0.1486,0.2817,withdrawal,retail,FR,0
1084,54357,68.58,5,0.4155,0.2097,purchase,electronics,DE,0
1085,65046,96.99,15,0.1709,0.0808,purchase,electronics,DE,0
1086,46945,37.55,14,0.0559,0.0622,purchase,grocery,US,0
1087,90225,13.19,19,0.1519,0.1372,purchase,retail,NL,0
1088,72714,13.34,8,0.3181,0.0653,transfer,electronics,US,0
1089,81434,88.31,17,0.0611,0.2224,purchase,travel,GB,0
1090,16394,14.56,19,0.3041,0.0271,transfer,grocery,DE,0
1091,22749,59.34,22,0.3168,0.1642,refund,grocery,NL,0
1092,70962,46.86,18,0.1471,0.0258,purchase,grocery,DE,0
1093,18324,58.59,7,0.8012,0.2438,withdrawal,electronics,DE,0
1094,47778,63.49,21,0.4188,0.2555,purchase,travel,DE,0
1095,92297,19.23,18,0.465,0.1813,refund,grocery,US,0
1096,44371,18.56,8,0.2531,0.0601,transfer,electronics,NL,0
1097,14415,78.08,8,0.3817,0.0616,purchase,electronics,GB,0
1098,52316,24.9,21,0.1674,0.0813,refund,retail,NL,0
1099,22865,4.11,7,0.0025,0.1327,purchase,retail,DE,0
1100,94133,73.81,17,0.0745,0.3105,purchase,grocery,NL,0
1101,76227,27.89,21,0.6297,0.3724,withdrawal,crypto,US,1
1102,98046,17.62,11,0.2272,0.3013,transfer,electronics,DE,0
1103,49361,63.25,16,0.6703,0.9291,purchase,retail,DE,0
1104,97828,974.63,6,0.6339,0.2109,purchase,electronics,DE,0
1105,79520,43.13,16,0.8919,0.708,purchase,retail,DE,0
1106,68143,99.13,12,0.0846,0.1789,purchase,travel,GB,0
1107,43601,48.46,20,0.027,0.0955,purchase,electronics,NL,0
1108,82738,163.91,8,0.2974,0.148,purchase,retail,NL,0
1109,98042,17.24,6,0.139,0.3004,purchase,electronics,US,0
1110,24998,42.23,8,0.1313,0.377,purchase,electronics,DE,0
1111,80552,75.35,5,0.1213,0.0246,withdrawal,retail,FR,0
1112,57599,36.17,22,0.5965,0.3399,purchase,retail,DE,0
1113,43904,113.23,7,0.2093,0.2152,withdrawal,electronics,DE,0
1114,38033,29.45,8,0.0812,0.11,purchase,crypto,US,0
1115,28920,246.9,18,0.1039,0.0852,withdrawal,grocery,NL,0
1116,25425,84.75,7,0.5111,0.8622,purchase,gaming,CN,1
1117,30612,258.23,9,0.8453,0.6922,purchase,retail,NL,0
1118,73352,54.04,8,0.197,0.0235,purchase,retail,DE,0
1119,36666,68.01,15,0.3474,0.3167,purchase,grocery,US,0
1120,10817,117.09,11,0.1566,0.213,withdrawal,travel,FR,0
1121,27179,15.5,18,0.7423,0.5639,purchase,electronics,DE,0
1122,87890,13.94,14,0.0569,0.3333,purchase,travel,DE,0
1123,45709,123.71,9,0.0528,0.3559,withdrawal,gaming,FR,0
1124,99292,53.67,14,0.2563,0.2072,purchase,retail,DE,0
1125,37218,35.07,19,0.7435,0.2421,purchase,grocery,DE,0
1126,38836,42.93,10,0.254,0.268,purchase,retail,DE,0
1127,53412,5.59,16,0.3096,0.0736,transfer,electronics,DE,0
1128,21929,36.16,11,0.1572,0.4252,purchase,travel,DE,0
1129,24034,22.42,13,0.0971,0.0321,transfer,gaming,NL,0
1130,81116,92.79,16,0.0483,0.0613,purchase,retail,FR,0
1131,32722,99.06,4,0.1328,0.1021,purchase,electronics,DE,0
1132,82071,69.42,11,0.4732,0.0194,purchase,grocery,CN,0
1133,35613,59.51,6,0.2019,0.0425,withdrawal,retail,DE,0
1134,80361,11.91,16,0.2258,0.1672,purchase,electronics,NL,0
1135,29284,70.25,14,0.284,0.0598,withdrawal,retail,NL,0
1136,73507,72.6,10,0.028,0.4788,purchase,electronics,FR,0
1137,30598,534.87,5,0.0968,0.0102,refund,grocery,DE,0
1138,81021,257.36,20,0.1671,0.1476,purchase,grocery,FR,0
1139,35946,222.18,22,0.6877,0.3616,withdrawal,electronics,FR,1
1140,87661,10.09,10,0.2387,0.194,purchase,grocery,FR,0
1141,56658,159.86,9,0.1332,0.2617,purchase,crypto,DE,0
1142,13096,87.27,21,0.0699,0.3463,purchase,gaming,RU,1
1143,74656,22.63,6,0.4837,0.3056,purchase,travel,DE,0
1144,99241,38.91,8,0.8971,0.4299,purchase,retail,GB,1
1145,29100,49.24,13,0.1458,0.1799,transfer,retail,FR,0
1146,78826,43.01,9,0.0861,0.3326,purchase,crypto,DE,0
1147,35414,34.85,18,0.2784,0.2326,withdrawal,retail,DE,0
1148,59047,101.85,15,0.2238,0.426,purchase,grocery,DE,0
1149,26723,16.67,0,0.4908,0.2865,purchase,electronics,NL,0
1150,45928,17.55,13,0.4895,0.3644,purchase,retail,GB,0
1151,74817,17.8,9,0.0418,0.1321,refund,retail,GB,0
1152,98929,31.3,0,0.2979,0.1971,transfer,gaming,FR,0
1153,34535,14.96,14,0.9016,0.5836,withdrawal,retail,DE,0
1154,18356,307.97,8,0.1056,0.0021,purchase,grocery,DE,0
1155,73266,120.23,20,0.4786,0.3133,purchase,retail,GB,0
1156,79132,26.18,6,0.482,0.3728,purchase,travel,CN,1
1157,42674,39.68,17,0.2543,0.3309,purchase,gaming,FR,1
1158,22210,124.3,19,0.6395,0.4714,refund,electronics,DE,1
1159,31754,21.79,13,0.1282,0.0838,transfer,grocery,DE,0
1160,60326,89.36,8,0.054,0.1739,purchase,electronics,NL,0
1161,21487,118.68,2,0.4549,0.4037,purchase,crypto,NL,1
1162,51915,40.42,22,0.1139,0.255,purchase,crypto,NL,0
1163,37517,104.93,13,0.1177,0.2223,purchase,grocery,FR,0
1164,19677,36.02,8,0.1771,0.0372,purchase,grocery,DE,0
1165,14458,41.66,12,0.2943,0.1128,purchase,retail,DE,0
1166,26064,26.35,21,0.0423,0.0757,purchase,grocery,GB,0
1167,76532,42.27,11,0.2819,0.0378,purchase,electronics,DE,0
1168,42534,77.9,11,0.3964,0.5883,purchase,electronics,DE,0
1169,38362,29.98,12,0.0385,0.1933,purchase,grocery,DE,0
1170,39251,66.07,9,0.9661,0.6882,purchase,retail,GB,0
1171,10506,21.31,7,0.3169,0.2216,purchase,grocery,CN,0
1172,31139,81.06,13,0.0459,0.2399,purchase,electronics,FR,0
1173,83838,40.03,3,0.7338,0.2744,withdrawal,retail,GB,1
1174,53781,25.97,20,0.288,0.162,refund,grocery,DE,0
1175,73877,87.7,16,0.0671,0.3984,purchase,grocery,FR,0
1176,63543,44.78,6,0.2358,0.1874,withdrawal,travel,FR,0
1177,12352,154.9,11,0.2769,0.0553,purchase,retail,DE,0
1178,74386,15.94,0,0.1616,0.0683,refund,travel,RU,0
1179,54892,12.12,9,0.2579,0.0742,purchase,retail,CN,0
1180,39080,25.18,15,0.0199,0.0927,purchase,retail,NL,0
1181,17158,13.11,9,0.0214,0.5861,purchase,retail,DE,0
1182,68425,13.13,18,0.2845,0.4703,refund,travel,DE,0
1183,61293,72.12,12,0.1154,0.1072,purchase,crypto,DE,0
1184,64728,42.37,15,0.4372,0.0839,purchase,retail,NL,0
1185,63625,28.28,19,0.1749,0.0809,withdrawal,grocery,FR,0
1186,73314,30.6,15,0.2954,0.1905,purchase,gaming,FR,0
1187,80600,25.59,20,0.7686,0.6865,withdrawal,electronics,CN,0
1188,96058,172.92,18,0.013,0.4053,purchase,grocery,US,0
1189,97186,22.76,13,0.1026,0.3023,purchase,electronics,DE,0
1190,91081,13.82,9,0.2066,0.2403,purchase,retail,NL,0
1191,98790,83.65,9,0.3274,0.0137,purchase,electronics,US,0
1192,85369,177.69,19,0.1639,0.0869,purchase,electronics,CN,0
1193,45618,240.56,4,0.0951,0.2553,withdrawal,travel,GB,0
1194,73965,27.19,21,0.0279,0.5211,purchase,retail,DE,0
1195,61193,602.35,10,0.2612,0.6815,purchase,retail,NL,0
1196,35323,106.68,16,0.0887,0.4482,purchase,retail,FR,0
1197,10802,27.3,10,0.0867,0.0312,purchase,retail,DE,0
1198,23213,151.94,21,0.2281,0.0098,purchase,gaming,US,0
1199,97624,79.85,2,0.4206,0.1094,refund,retail,NL,0
1200,72540,69.31,10,0.6642,0.5724,refund,retail,CN,0
1201,88473,12.82,19,0.0459,0.0959,purchase,travel,DE,0
1202,63022,16.29,9,0.088,0.2438,purchase,retail,GB,0
1203,23513,4.92,9,0.2049,0.574,purchase,grocery,NL,0
1204,61032,70.53,20,0.5765,0.8286,purchase,retail,DE,0
1205,92550,10.48,2,0.5073,0.315,withdrawal,gaming,GB,1
1206,73692,127.61,19,0.5472,0.6531,withdrawal,crypto,FR,1
1207,36851,34.04,18,0.1093,0.3459,purchase,gaming,US,0
1208,66578,37.05,6,0.0399,0.1735,refund,crypto,GB,0
1209,66500,10.1,13,0.211,0.1506,purchase,grocery,NL,0
1210,30750,121.36,8,0.1553,0.2279,purchase,retail,RU,0
1211,54878,28.32,8,0.3612,0.0648,transfer,travel,GB,0
1212,92204,24.01,14,0.0221,0.2815,purchase,electronics,FR,0
1213,60849,47.0,7,0.128,0.5033,withdrawal,retail,DE,0
1214,89264,69.82,12,0.2244,0.014,purchase,grocery,NL,0
1215,72909,1960.24,9,0.1788,0.0168,purchase,retail,FR,0
1216,21341,41.8,19,0.2152,0.2582,withdrawal,retail,NL,0
1217,59488,109.74,13,0.088,0.0462,purchase,grocery,DE,0
1218,63619,21.0,8,0.0962,0.1254,purchase,grocery,US,0
1219,69285,10.24,20,0.3654,0.5592,transfer,grocery,GB,0
1220,91879,36.5,18,0.7993,0.5723,refund,gaming,GB,1
1221,43737,164.78,2,0.564,0.3148,purchase,retail,US,1
1222,70071,31.52,18,0.2287,0.1283,refund,grocery,GB,0
1223,85400,10.93,9,0.3044,0.3848,refund,retail,GB,0
1224,57095,43.05,22,0.3847,0.1639,refund,retail,DE,0
1225,13632,21.9,9,0.1317,0.238,purchase,retail,FR,0
1226,92179,8.08,9,0.2278,0.2307,transfer,grocery,GB,0
1227,29688,185.98,10,0.0827,0.318,purchase,retail,NL,0
1228,79393,26.93,8,0.3605,0.0613,purchase,travel,FR,0
1229,76341,10.57,15,0.4335,0.3096,purchase,electronics,DE,0
1230,69160,41.75,12,0.8589,0.5838,transfer,gaming,NL,1
1231,79954,91.24,13,0.2309,0.0103,purchase,gaming,NL,0
1232,48912,22.89,20,0.5518,0.2563,purchase,gaming,DE,0
1233,19466,107.41,9,0.9137,0.7609,withdrawal,grocery,DE,0
1234,79850,22.8,8,0.0593,0.6632,refund,gaming,FR,0
1235,59668,26.85,10,0.275,0.2307,purchase,gaming,FR,0
1236,88376,57.0,7,0.8478,0.8659,purchase,retail,DE,0
1237,38520,70.4,21,0.2092,0.2293,purchase,grocery,NL,0
1238,24790,81.71,16,0.0373,0.2947,purchase,retail,CN,0
1239,25400,39.4,17,0.2917,0.1323,withdrawal,electronics,DE,0
1240,72716,66.64,16,0.2876,0.3655,transfer,grocery,FR,0
1241,17537,80.14,9,0.3051,0.0979,purchase,retail,CN,0
1242,72823,50.42,7,0.1381,0.2866,refund,electronics,CN,0
1243,31461,37.67,11,0.182,0.1494,purchase,electronics,FR,0
1244,23202,33.5,19,0.6752,0.5781,transfer,crypto,NL,1
1245,41489,12.45,18,0.1288,0.66,transfer,travel,GB,0
1246,86309,99.04,23,0.6167,0.3683,withdrawal,retail,US,1
1247,15322,70.76,10,0.2461,0.4734,purchase,grocery,DE,0
1248,87896,340.93,0,0.0186,0.5373,purchase,retail,GB,0
1249,91976,29.92,15,0.1835,0.0278,purchase,electronics,RU,0
1250,22169,125.98,8,0.2922,0.1974,purchase,electronics,DE,0
1251,42330,12.63,13,0.2565,0.0143,purchase,grocery,DE,0
1252,75874,171.99,0,0.3046,0.357,purchase,electronics,DE,0
1253,51645,41.72,12,0.2307,0.3321,purchase,retail,FR,0
1254,31192,55.7,11,0.2756,0.2713,purchase,grocery,DE,0
1255,57958,30.39,19,0.0627,0.1147,purchase,retail,FR,0
1256,30804,10.31,16,0.4286,0.0149,purchase,crypto,FR,0
1257,10807,37.76,2,0.0129,0.5239,transfer,grocery,US,0
1258,21367,56.52,17,0.3795,0.0242,purchase,retail,US,0
1259,92151,75.55,17,0.0059,0.1499,purchase,retail,FR,0
1260,71847,35.93,15,0.4784,0.437,purchase,crypto,GB,0
